a	b	r	nb	Figure_of_merit
0.769042969	0.177246094	5	1	0.229563744
1.545410156	0.084472656	5	1	0.233372869
2.834472656	0.227050781	5	1	0.236020437
2.318847656	0.577636719	5	1	0.238547277
2.585449219	0.828613281	5	1	0.237029935
0.350097656	0.523925781	5	1	0.232064227
1.122070313	0.440429688	5	1	0.233853401
2.099121094	0.210449219	5	1	0.238569295
1.290527344	0.682128906	5	1	0.244120641
1.741699219	0.609863281	5	1	0.239406554
0.927246094	0.661621094	5	1	0.241018151
0.124511719	0.017089844	5	1	0.226403802
1.709472656	0.437011719	5	1	0.240929736
0.845214844	0.361816406	5	1	0.232609157
2.087402344	0.854003906	5	1	0.236788383
1.721191406	0.043457031	5	1	0.231585088
2.740722656	0.320800781	5	1	0.236130085
1.946777344	0.900878906	5	1	0.241040257
2.523925781	0.629394531	5	1	0.238745466
2.090332031	0.131347656	5	1	0.237799137
0.698730469	0.676269531	5	1	0.233875252
0.815917969	0.824707031	5	1	0.240885533
2.207519531	0.954589844	5	1	0.236305563
1.035644531	0.375488281	5	1	0.238063083
1.999511719	0.203613281	5	1	0.238459214
0.730957031	0.302246094	5	1	0.230867077
1.041503906	0.163574219	5	1	0.233678619
2.447753906	0.410644531	5	1	0.237073864
2.629394531	0.501464844	5	1	0.237491341
0.827636719	0.479980469	5	1	0.233875252
2.910644531	0.122558594	5	1	0.233503886
2.778808594	0.982910156	5	1	0.236722522
2.890136719	0.562988281	5	1	0.234203114
2.415527344	0.307128906	5	1	0.237865113
0.555175781	0.009277344	5	1	0.232696391
2.318847656	0.154785156	5	1	0.237733168
2.137207031	0.458496094	5	1	0.239649129
2.151855469	0.410644531	5	1	0.238767491
1.398925781	0.254394531	5	1	0.234071949
1.630371094	0.991699219	5	1	0.239384506
1.577636719	0.845214844	5	1	0.246368515
1.226074219	0.781738281	5	1	0.245009918
2.049316406	0.152832031	5	1	0.237337501
1.393066406	0.059082031	5	1	0.233656775
1.088378906	0.647949219	5	1	0.239935932
1.393066406	0.390136719	5	1	0.235954658
1.132324219	0.493652344	5	1	0.235647779
2.351074219	0.906738281	5	1	0.239318368
0.944824219	0.062988281	5	1	0.231302135
1.961425781	0.228027344	5	1	0.237029935
2.078613281	0.949707031	5	1	0.239538856
0.033691406	0.292480469	5	1	0.231258615
2.081542969	0.390136719	5	1	0.240090419
2.673339844	0.565917969	5	1	0.235801199
2.729003906	0.534667969	5	1	0.236064294
1.671386719	0.305175781	5	1	0.23510016
2.843261719	0.602050781	5	1	0.234553026
2.679199219	0.800292969	5	1	0.233569405
1.832519531	0.700683594	5	1	0.240443677
2.295410156	0.906738281	5	1	0.238393175
1.231933594	0.639160156	5	1	0.243343565
0.133300781	0.738769531	5	1	0.232500133
0.355957031	0.177246094	5	1	0.232434727
0.730957031	0.990722656	5	1	0.245655439
1.779785156	0.362792969	5	1	0.240399509
0.950683594	0.468261719	5	1	0.233001805
1.501464844	0.143066406	5	1	0.233525725
0.733886719	0.563964844	5	1	0.232914528
1.088378906	0.707519531	5	1	0.244720763
0.862792969	0.590332031	5	1	0.235362956
0.039550781	0.337402344	5	1	0.232238553
1.442871094	0.804199219	5	1	0.246034159
1.489746094	0.881347656	5	1	0.240532023
1.035644531	0.845214844	5	1	0.245855909
2.626464844	0.456542969	5	1	0.236854252
2.342285156	0.800292969	5	1	0.23927428
1.372558594	0.014160156	5	1	0.233329203
1.094238281	0.799316406	5	1	0.242966478
2.787597656	0.042480469	5	1	0.234028233
0.807128906	0.925292969	5	1	0.248087706
1.598144531	0.407714844	5	1	0.240487848
0.191894531	0.906738281	5	1	0.233787852
2.523925781	0.286621094	5	1	0.23639332
0.423339844	0.923339844	5	1	0.234596778
0.396972656	0.749511719	5	1	0.232827264
0.824707031	0.020996094	5	1	0.232194967
1.633300781	0.431152344	5	1	0.240730847
1.229003906	0.129394531	5	1	0.233438374
2.559082031	0.946777344	5	1	0.235801199
0.602050781	0.395996094	5	1	0.230171622
2.020019531	0.828613281	5	1	0.240554111
2.392089844	0.534667969	5	1	0.235735443
1.574707031	0.709472656	5	1	0.240576201
2.295410156	0.253417969	5	1	0.239186113
2.500488281	0.965332031	5	1	0.235910808
1.000488281	0.465332031	5	1	0.231062815
2.843261719	0.558105469	5	1	0.235362956
2.137207031	0.771972656	5	1	0.238855598
0.191894531	0.563964844	5	1	0.232565545
0.757324219	0.868652344	5	1	0.241681667
2.895996094	0.850097656	5	1	0.234443657
1.062011719	0.266113281	5	1	0.233307371
2.468261719	0.227050781	5	1	0.235275345
1.220214844	0.300292969	5	1	0.230845332
1.589355469	0.996582031	5	1	0.241681667
0.396972656	0.639160156	5	1	0.230671401
1.656738281	0.985839844	5	1	0.23896575
1.319824219	0.347167969	5	1	0.231628631
2.611816406	0.233886719	5	1	0.234378045
2.523925781	0.286621094	5	1	0.238261117
0.774902344	0.979003906	5	1	0.249721973
1.117675781	0.255371094	5	1	0.232020654
0.423339844	0.799316406	5	1	0.234618656
1.601074219	0.289550781	5	1	0.236437204
0.326660156	0.428222656	5	1	0.233154569
2.286621094	0.709472656	5	1	0.238129087
2.090332031	0.974121094	5	1	0.23896575
1.082519531	0.266113281	5	1	0.232718201
0.950683594	0.670410156	5	1	0.237447383
2.260253906	0.971191406	5	1	0.236656668
2.315917969	0.286621094	5	1	0.237183699
2.922363281	0.480957031	5	1	0.230149902
1.158691406	0.307128906	5	1	0.231889952
0.531738281	0.486816406	5	1	0.229520347
2.860839844	0.486816406	5	1	0.234946913
2.178222656	0.857910156	5	1	0.239627073
2.198730469	0.480957031	5	1	0.237909101
1.478027344	0.869628906	5	1	0.245187926
0.145019531	0.142089844	5	1	0.229173283
0.514160156	0.687988281	5	1	0.232958165
0.402832031	0.443847656	5	1	0.231824611
2.400878906	0.960449219	5	1	0.236898168
1.170410156	0.628417969	5	1	0.23883357
2.110839844	0.096191406	5	1	0.236942087
0.493652344	0.135253906	5	1	0.232958165
2.957519531	0.641113281	5	1	0.233220051
1.442871094	0.428222656	5	1	0.237249609
2.626464844	0.018066406	5	1	0.234596778
2.746582031	0.817871094	5	1	0.235472488
1.979003906	0.379394531	5	1	0.240156639
2.315917969	0.629394531	5	1	0.238195099
0.997558594	0.577636719	5	1	0.238107085
1.340332031	0.617675781	5	1	0.244743001
0.842285156	0.726074219	5	1	0.239693244
1.706542969	0.739746094	5	1	0.241902996
0.270996094	0.944824219	5	1	0.234771821
1.562988281	0.825683594	5	1	0.244965424
0.104003906	0.726074219	5	1	0.232740012
1.832519531	0.700683594	5	1	0.2398918
2.444824219	0.383300781	5	1	0.241482537
1.035644531	0.845214844	5	1	0.246145591
1.911621094	0.895996094	5	1	0.240068347
2.415527344	0.167480469	5	1	0.234903135
2.998535156	0.769042969	5	1	0.233176396
0.429199219	0.617675781	5	1	0.230780102
2.110839844	0.096191406	5	1	0.238261117
2.222167969	0.910644531	5	1	0.239737362
0.042480469	0.310058594	5	1	0.231672176
0.933105469	0.527832031	5	1	0.233962665
1.800292969	0.152832031	5	1	0.238855598
0.039550781	0.337402344	5	1	0.232107804
1.308105469	0.163574219	5	1	0.231258615
1.984863281	0.216308594	5	1	0.238129087
0.889160156	0.115722656	5	1	0.231236857
0.505371094	0.866699219	5	1	0.238019084
0.877441406	0.900878906	5	1	0.24438729
1.768066406	0.964355469	5	1	0.239362459
0.106933594	0.842285156	5	1	0.23510016
1.182128906	0.236816406	5	1	0.233416538
1.270019531	0.311035156	5	1	0.232500133
0.654785156	0.881347656	5	1	0.242966478
1.354980469	0.895019531	5	1	0.243143902
2.468261719	0.933105469	5	1	0.23823911
1.814941406	0.698730469	5	1	0.242057974
1.410644531	0.470214844	5	1	0.239825607
0.596191406	0.244628906	5	1	0.231868171
1.753417969	0.349121094	5	1	0.235647779
0.443847656	0.448730469	5	1	0.231128075
1.105957031	0.070800781	5	1	0.231519779
2.195800781	0.416503906	5	1	0.238459214
1.973144531	0.560058594	5	1	0.239582963
1.571777344	0.353027344	5	1	0.238173094
0.057128906	0.554199219	5	1	0.23510016
1.489746094	0.163574219	5	1	0.234028233
1.888183594	0.857910156	5	1	0.241615283
1.097167969	0.285644531	5	1	0.233940811
2.315917969	0.286621094	5	1	0.239759422
1.182128906	0.300292969	5	1	0.232456528
2.271972656	0.370605469	5	1	0.23823911
1.296386719	0.469238281	5	1	0.241925134
0.856933594	0.124511719	5	1	0.230193343
2.116699219	0.234863281	5	1	0.238393175
2.898925781	0.911621094	5	1	0.233023626
2.690917969	0.911621094	5	1	0.23698601
0.086425781	0.775878906	5	1	0.232630964
2.213378906	0.456542969	5	1	0.240046276
1.190917969	0.411621094	5	1	0.23599851
1.782714844	0.299316406	5	1	0.240222867
1.586425781	0.275878906	5	1	0.235341052
1.472167969	0.043457031	5	1	0.231715725
2.104980469	0.645019531	5	1	0.242345893
0.461425781	0.349121094	5	1	0.23169395
2.852050781	0.149902344	5	1	0.237425405
0.994628906	0.051269531	5	1	0.230932316
0.036621094	0.020996094	5	1	0.225821208
2.049316406	0.183105469	5	1	0.235187746
2.811035156	0.069824219	5	1	0.234553026
1.489746094	0.974121094	5	1	0.242988653
1.252441406	0.636230469	5	1	0.239759422
2.898925781	0.754394531	5	1	0.236832295
1.000488281	0.388183594	5	1	0.232434727
0.927246094	0.443847656	5	1	0.232870895
2.925292969	0.395996094	5	1	0.232151384
0.350097656	0.479980469	5	1	0.231933516
2.673339844	0.533691406	5	1	0.236130085
0.461425781	0.191894531	5	1	0.232958165
0.842285156	0.943847656	5	1	0.243166084
0.505371094	0.990722656	5	1	0.241571031
2.052246094	0.726074219	5	1	0.237271581
2.729003906	0.534667969	5	1	0.234749938
0.730957031	0.195800781	5	1	0.231410948
1.445800781	0.177246094	5	1	0.234115667
2.031738281	0.981933594	5	1	0.238129087
0.171386719	0.344238281	5	1	0.233613088
2.922363281	0.028808594	5	1	0.233634931
0.745605469	0.388183594	5	1	0.233110918
2.110839844	0.503417969	5	1	0.240598291
2.099121094	0.084472656	5	1	0.238107085
2.740722656	0.670410156	5	1	0.237029935
1.706542969	0.738769531	5	1	0.24389852
2.523925781	0.286621094	5	1	0.238327142
0.265136719	0.711425781	5	1	0.230671401
2.318847656	0.577636719	5	1	0.238327142
0.235839844	0.971191406	5	1	0.234946913
2.737792969	0.957519531	5	1	0.236130085
2.787597656	0.711425781	5	1	0.234662414
2.207519531	0.891113281	5	1	0.241792322
1.431152344	0.072753906	5	1	0.232718201
2.588378906	0.081542969	5	1	0.234115667
2.787597656	0.042480469	5	1	0.23659082
1.812011719	0.445800781	6	1	0.241150797
0.865722656	0.295410156	6	1	0.230736619
0.377929688	0.377929688	6	1	0.233110918
2.980957031	0.618652344	6	1	0.234203114
1.853027344	0.229980469	6	1	0.233962665
2.488769531	0.047363281	6	1	0.232870895
0.262207031	0.896972656	6	1	0.233067271
0.408691406	0.499511719	6	1	0.231998868
2.916503906	0.441894531	6	1	0.236086224
0.493652344	0.337402344	6	1	0.232609157
1.129394531	0.966308594	6	1	0.244854202
1.346191406	0.937011719	6	1	0.242855614
2.433105469	0.788574219	6	1	0.236810339
0.118652344	0.010253906	6	1	0.221265929
0.282714844	0.799316406	6	1	0.231998868
0.013183594	0.232910156	6	1	0.226123225
0.408691406	0.980957031	6	1	0.237425405
2.488769531	0.110839844	6	1	0.235362956
0.977050781	0.774902344	6	1	0.24372088
0.798339844	0.408691406	6	1	0.230584453
1.319824219	0.508300781	6	1	0.238195099
2.477050781	0.520996094	6	1	0.237865113
2.022949219	0.648925781	6	1	0.244431743
0.763183594	0.075683594	6	1	0.231476244
2.591308594	0.123535156	6	1	0.231236857
2.922363281	0.028808594	6	1	0.230823588
2.661621094	0.521972656	6	1	0.232129594
1.217285156	0.172363281	6	1	0.230693139
0.628417969	0.474121094	6	1	0.232827264
1.354980469	0.895019531	6	1	0.246257043
2.061035156	0.331542969	6	1	0.235297247
0.865722656	0.343261719	6	1	0.230910569
2.421386719	0.555175781	6	1	0.236283626
2.922363281	0.028808594	6	1	0.231628631
2.242675781	0.630371094	6	1	0.237491341
0.496582031	0.884277344	6	1	0.234553026
1.914550781	0.010253906	6	1	0.230867077
2.400878906	0.895019531	6	1	0.239428602
0.370605469	0.090332031	6	1	0.226792506
0.912597656	0.586425781	6	1	0.232696391
0.707519531	0.373535156	6	1	0.231236857
0.300292969	0.520019531	6	1	0.232565545
1.674316406	0.671386719	6	1	0.242102261
0.865722656	0.401855469	6	1	0.232870895
0.722167969	0.062011719	6	1	0.231802832
0.865722656	0.343261719	6	1	0.231171585
2.389160156	0.615722656	6	1	0.237271581
0.437988281	0.402832031	6	1	0.231236857
0.171386719	0.344238281	6	1	0.230932316
2.567871094	0.553222656	6	1	0.23670057
0.408691406	0.917480469	6	1	0.24258962
1.586425781	0.816894531	6	1	0.247529007
2.831542969	0.809082031	6	1	0.234071949
1.712402344	0.401855469	6	1	0.235275345
0.184570313	0.377929688	6	1	0.232587351
1.964355469	0.544433594	6	1	0.239605017
2.283691406	0.682128906	6	1	0.23815109
0.654785156	0.163574219	6	1	0.231454478
0.039550781	0.135253906	6	1	0.223109738
0.408691406	0.057128906	6	1	0.226857314
1.360839844	0.753417969	6	1	0.240973942
1.507324219	0.945800781	6	1	0.24463182
1.504394531	0.876464844	6	1	0.243743083
0.525878906	0.019042969	6	1	0.227267923
2.556152344	0.197753906	6	1	0.236546926
0.145019531	0.203613281	6	1	0.226857314
1.560058594	0.076660156	6	1	0.228804741
1.838378906	0.397949219	6	1	0.238921687
2.556152344	0.774902344	6	1	0.236217818
1.217285156	0.175292969	6	1	0.229238342
2.471191406	0.062011719	6	1	0.229737362
1.489746094	0.881347656	6	1	0.242744769
0.628417969	0.816894531	6	1	0.238107085
0.350097656	0.671386719	6	1	0.230367139
2.225097656	0.604980469	6	1	0.241858724
1.507324219	0.618652344	6	1	0.244876445
2.922363281	0.480957031	6	1	0.233962665
0.238769531	0.544433594	6	1	0.234465529
0.013183594	0.405761719	6	1	0.231041063
1.097167969	0.630371094	6	1	0.240775039
0.370605469	0.090332031	6	1	0.22741927
1.809082031	0.130371094	6	1	0.232325734
2.825683594	0.343261719	6	1	0.233613088
0.377929688	0.377929688	6	1	0.231889952
2.567871094	0.929199219	6	1	0.238283124
1.999511719	0.203613281	6	1	0.234749938
0.083496094	0.130371094	6	1	0.223883219
0.865722656	0.295410156	6	1	0.22926003
2.585449219	0.828613281	6	1	0.232521936
1.885253906	0.753417969	6	1	0.23716173
2.119628906	0.987792969	6	1	0.237425405
0.669433594	0.201660156	6	1	0.232347531
0.370605469	0.763183594	6	1	0.232609157
0.377929688	0.063476563	6	1	0.226468569
0.493652344	0.135253906	6	1	0.229064865
2.980957031	0.945800781	6	1	0.230954064
0.184570313	0.063476563	6	1	0.223603793
1.419433594	0.279785156	6	1	0.230649663
1.006347656	0.992675781	6	1	0.245321465
2.849121094	0.583496094	6	1	0.234990694
2.395019531	0.138183594	6	1	0.23328554
2.526855469	0.434082031	6	1	0.238019084
0.493652344	0.135253906	6	1	0.230193343
0.528808594	0.732910156	6	1	0.232369329
2.781738281	0.231933594	6	1	0.233460211
2.764160156	0.597167969	6	1	0.237557284
0.039550781	0.337402344	6	1	0.230019596
1.375488281	0.090332031	6	1	0.231149829
1.108886719	0.992675781	6	1	0.246881543
0.977050781	0.774902344	6	1	0.243232633
1.853027344	0.869628906	6	1	0.242766937
0.912597656	0.917480469	6	1	0.246613824
1.618652344	0.712402344	6	1	0.240885533
2.242675781	0.285644531	6	1	0.235954658
1.290527344	0.042480469	6	1	0.230193343
0.719238281	0.621582031	6	1	0.233656775
0.405761719	0.047363281	6	1	0.226295873
2.201660156	0.553222656	6	1	0.23764522
2.778808594	0.858886719	6	1	0.234159389
2.825683594	0.343261719	6	1	0.229455258
1.354980469	0.960449219	6	1	0.242456666
0.660644531	0.872558594	6	1	0.243099541
2.225097656	0.648925781	6	1	0.237887106
2.389160156	0.491699219	6	1	0.239671186
2.198730469	0.480957031	6	1	0.236964048
0.930175781	0.692871094	6	1	0.237799137
1.507324219	0.945800781	6	1	0.241925134
1.012207031	0.212402344	6	1	0.230997562
2.705566406	0.401855469	6	1	0.234553026
2.790527344	0.682128906	6	1	0.237469362
0.159667969	0.848144531	6	1	0.234946913
0.288574219	0.344238281	6	1	0.233045448
2.137207031	0.458496094	6	1	0.23927428
2.538574219	0.212402344	6	1	0.232238553
0.977050781	0.197753906	6	1	0.231672176
0.707519531	0.325683594	6	1	0.231193341
1.560058594	0.076660156	6	1	0.228523064
2.667480469	0.582519531	6	1	0.237403428
0.798339844	0.408691406	6	1	0.232369329
1.012207031	0.852050781	6	1	0.244476199
0.950683594	0.138183594	6	1	0.22991103
2.438964844	0.705566406	6	1	0.237447383
2.825683594	0.295410156	6	1	0.235428673
0.865722656	0.445800781	6	1	0.23398452
0.083496094	0.225097656	6	1	0.226360628
0.643066406	0.809082031	6	1	0.236898168
2.395019531	0.436035156	6	1	0.238613333
1.847167969	0.918457031	6	1	0.239450651
2.043457031	0.508300781	6	1	0.239605017
2.808105469	0.950683594	6	1	0.233853401
0.974121094	0.709472656	6	1	0.239230195
0.628417969	0.262207031	6	1	0.231977083
2.069824219	0.937988281	6	1	0.23823911
1.812011719	0.401855469	6	1	0.239737362
2.679199219	0.367675781	6	1	0.23405009
0.719238281	0.544433594	6	1	0.232892711
0.804199219	0.172363281	6	1	0.230823588
0.522949219	0.148925781	6	1	0.230997562
0.763183594	0.623535156	6	1	0.232260347
0.628417969	0.780761719	6	1	0.238569295
1.812011719	0.445800781	6	1	0.238723442
2.790527344	0.696777344	6	1	0.234443657
0.191894531	0.563964844	6	1	0.233875252
1.375488281	0.763183594	6	1	0.24463182
2.140136719	0.917480469	6	1	0.238547277
2.825683594	0.295410156	6	1	0.236920127
0.288574219	0.690917969	6	1	0.230867077
2.679199219	0.047363281	6	1	0.231998868
1.357910156	0.147949219	6	1	0.232718201
1.665527344	0.917480469	6	1	0.242855614
2.342285156	0.800292969	6	1	0.239142034
2.488769531	0.110839844	6	1	0.230736619
1.999511719	0.142089844	6	1	0.236788383
1.193847656	0.198730469	6	1	0.230649663
2.239746094	0.381347656	6	1	0.23639332
1.340332031	0.224121094	6	1	0.230671401
0.268066406	0.464355469	6	1	0.234356176
2.831542969	0.140136719	6	1	0.234903135
1.715332031	0.728027344	6	1	0.242633944
0.130371094	0.491699219	6	1	0.23431244
2.471191406	0.793457031	6	1	0.237183699
2.225097656	0.604980469	6	1	0.239031851
1.284667969	0.499511719	6	1	0.235362956
0.262207031	0.583496094	6	1	0.232914528
1.721191406	0.869628906	6	1	0.239538856
2.825683594	0.295410156	6	1	0.232391127
2.705566406	0.916503906	6	1	0.237359476
0.572753906	0.408691406	6	1	0.230954064
1.885253906	0.846191406	6	1	0.238943718
1.290527344	0.682128906	6	1	0.240112492
0.083496094	0.225097656	6	1	0.226835711
1.914550781	0.712402344	6	1	0.242412354
1.560058594	0.966308594	6	1	0.242899957
0.323730469	0.051269531	6	1	0.224786851
1.715332031	0.242675781	6	1	0.234749938
2.459472656	0.687011719	6	1	0.23584504
2.304199219	0.728027344	6	1	0.241106579
0.367675781	0.682128906	6	1	0.232914528
1.319824219	0.681152344	6	1	0.243587684
2.184082031	0.255371094	6	1	0.237601251
0.502441406	0.262207031	6	1	0.232194967
2.198730469	0.028808594	6	1	0.232282142
2.963378906	0.272949219	6	1	0.233220051
2.274902344	0.479003906	6	1	0.239759422
0.013183594	0.325683594	6	1	0.22910823
0.994628906	0.116699219	6	1	0.230693139
1.170410156	0.835449219	6	1	0.244231731
1.674316406	0.558105469	6	1	0.241195019
0.798339844	0.690917969	6	1	0.230519251
2.090332031	0.103027344	6	1	0.232391127
0.405761719	0.110839844	6	1	0.227743709
2.916503906	0.788574219	6	1	0.232565545
0.458496094	0.600097656	6	1	0.229194968
2.702636719	0.648925781	6	1	0.234203114
0.804199219	0.175292969	6	1	0.232064227
1.217285156	0.175292969	6	1	0.228999824
1.111816406	0.733886719	6	1	0.241195019
2.808105469	0.402832031	6	1	0.23247833
2.362792969	0.090332031	6	1	0.23328554
0.303222656	0.232910156	6	1	0.229151597
0.733886719	0.906738281	6	1	0.243343565
0.865722656	0.343261719	6	1	0.22934679
1.809082031	0.225097656	6	1	0.235954658
1.996582031	0.384277344	6	1	0.235932733
1.662597656	0.686035156	6	1	0.244165074
2.175292969	0.527832031	6	1	0.239340413
1.542480469	0.957519531	6	1	0.243432324
2.702636719	0.604980469	6	1	0.235275345
2.107910156	0.344238281	6	1	0.240509935
1.129394531	0.076660156	6	1	0.230975812
0.572753906	0.690917969	6	1	0.235056371
1.108886719	0.511230469	6	1	0.240267023
1.457519531	0.623535156	6	1	0.241725926
0.314941406	0.198730469	6	1	0.228718057
2.696777344	0.588378906	6	1	0.233831551
0.974121094	0.771972656	6	1	0.243055184
1.662597656	0.858886719	6	1	0.244542889
0.054199219	0.992675781	1	2	0.254334324
1.979003906	0.284667969	1	2	0.23030196
1.199707031	0.399902344	1	2	0.241305587
1.152832031	0.693847656	1	2	0.245343724
1.322753906	0.285644531	1	2	0.242212991
2.312988281	0.777832031	1	2	0.227311161
2.887207031	0.087402344	1	2	0.225088358
1.694824219	0.306152344	1	2	0.234925024
0.681152344	0.822753906	1	2	0.254289161
2.570800781	0.052246094	1	2	0.227873533
0.276855469	0.285644531	1	2	0.259367713
0.435058594	0.842285156	1	2	0.256347374
1.592285156	0.550292969	1	2	0.238591314
2.269042969	0.452636719	1	2	0.229433563
2.160644531	0.372558594	1	2	0.232129594
2.380371094	0.365722656	1	2	0.229281719
0.435058594	0.201660156	1	2	0.256596627
1.384277344	0.338378906	1	2	0.239494752
1.958496094	0.755371094	1	2	0.234574902
1.038574219	0.352050781	1	2	0.248467907
0.830566406	0.041503906	1	2	0.251652774
2.770019531	0.578613281	1	2	0.227159841
0.190429688	0.250976563	1	2	0.257140795
0.678222656	0.589355469	1	2	0.253228766
0.476074219	0.031738281	1	2	0.254899135
1.680175781	0.098144531	1	2	0.235122055
2.866699219	0.987792969	1	2	0.226770905
1.018066406	0.015136719	1	2	0.247707736
1.548339844	0.048339844	1	2	0.237249609
1.419433594	0.279785156	1	2	0.235494396
1.823730469	0.653808594	1	2	0.231606859
0.903808594	0.311035156	1	2	0.251270631
2.673339844	0.565917969	1	2	0.228328132
1.460449219	0.953613281	1	2	0.237227638
0.449707031	0.584472656	1	2	0.257889796
1.261230469	0.418457031	1	2	0.242988653
1.718261719	0.977050781	1	2	0.236130085
1.152832031	0.911621094	1	2	0.244787479
0.537597656	0.311035156	1	2	0.252665456
0.077636719	0.273925781	1	2	0.255690727
1.533691406	0.932128906	1	2	0.234574902
2.816894531	0.653808594	1	2	0.221608542
2.102050781	0.895996094	1	2	0.231389183
2.061035156	0.819824219	1	2	0.232914528
1.413574219	0.087402344	1	2	0.238481229
0.306152344	0.370605469	1	2	0.257867086
2.307128906	0.425292969	1	2	0.231215099
1.609863281	0.591308594	1	2	0.234771821
0.379394531	0.751464844	1	2	0.255509704
1.076660156	0.178222656	1	2	0.245989592
1.850097656	0.979980469	1	2	0.235472488
2.969238281	0.924316406	1	2	0.227354402
1.914550781	0.010253906	1	2	0.233525725
0.903808594	0.983886719	1	2	0.248646905
2.983886719	0.386230469	1	2	0.221887057
0.476074219	0.878417969	1	2	0.257027388
1.152832031	0.911621094	1	2	0.243077362
2.693847656	0.279785156	1	2	0.22798174
2.983886719	0.867675781	1	2	0.226684508
0.786621094	0.270996094	1	2	0.248646905
1.753417969	0.155761719	1	2	0.237117795
0.232910156	0.315917969	1	2	0.256460659
2.102050781	0.399902344	1	2	0.231628631
2.772949219	0.516113281	1	2	0.22856639
0.221191406	0.729980469	1	2	0.255351351
2.553222656	0.133300781	1	2	0.22867472
0.177246094	0.911621094	1	2	0.258685166
2.761230469	0.113769531	1	2	0.225584014
2.409667969	0.942871094	1	2	0.228501402
1.823730469	0.105957031	1	2	0.233503886
2.523925781	0.790527344	1	2	0.225584014
2.066894531	0.031738281	1	2	0.230823588
2.503417969	0.441894531	1	2	0.228544727
2.046386719	0.751464844	1	2	0.231062815
2.131347656	0.217285156	1	2	0.229715657
0.918457031	0.306152344	1	2	0.247305668
2.729003906	0.101074219	1	2	0.225799641
1.697753906	0.533691406	1	2	0.23577928
2.134277344	0.025878906	1	2	0.23075836
2.327636719	0.125488281	1	2	0.229281719
0.692871094	0.178222656	1	2	0.255079983
1.299316406	0.635253906	1	2	0.241150797
1.050292969	0.402832031	1	2	0.249049839
1.495605469	0.101074219	1	2	0.235034478
1.858886719	0.742675781	1	2	0.234859361
1.650878906	0.145019531	1	2	0.234968803
0.563964844	0.080566406	1	2	0.258185102
2.638183594	0.607910156	1	2	0.226101647
0.232910156	0.469238281	1	2	0.257299599
0.200683594	0.920410156	1	2	0.25596236
0.399902344	0.854003906	1	2	0.256188811
2.160644531	0.232910156	1	2	0.231650403
2.570800781	0.052246094	1	2	0.227354402
2.087402344	0.854003906	1	2	0.233154569
2.544433594	0.576660156	1	2	0.227916814
2.061035156	0.819824219	1	2	0.230388867
1.179199219	0.867675781	1	2	0.244298394
0.748535156	0.019042969	1	2	0.253138602
2.418457031	0.239746094	1	2	0.230193343
1.618652344	0.010253906	1	2	0.237997086
0.590332031	0.867675781	1	2	0.257435749
2.081542969	0.863769531	1	2	0.231106321
0.089355469	0.669433594	1	2	0.254808731
1.504394531	0.341308594	1	2	0.23883357
2.066894531	0.688964844	1	2	0.231802832
2.456542969	0.988769531	1	2	0.227700441
2.570800781	0.301269531	1	2	0.22608007
0.420410156	0.878417969	1	2	0.257322289
2.269042969	0.621582031	1	2	0.231802832
1.480957031	0.052246094	1	2	0.239869735
1.650878906	0.710449219	1	2	0.235275345
0.262207031	0.896972656	1	2	0.253792582
1.428222656	0.030761719	1	2	0.241371938
2.726074219	0.128417969	1	2	0.230910569
0.684082031	0.100097656	1	2	0.255125203
0.139160156	0.241699219	1	2	0.255260882
0.479003906	0.851074219	1	2	0.253747458
1.497070313	0.815429688	1	2	0.237689192
2.283691406	0.874511719	1	2	0.227678807
2.603027344	0.884277344	1	2	0.226835711
1.937988281	0.450683594	1	2	0.233329203
1.923339844	0.783691406	1	2	0.232129594
1.680175781	0.942871094	1	2	0.235582039
2.269042969	0.621582031	1	2	0.22982419
1.955566406	0.452636719	1	2	0.231955299
2.283691406	0.105957031	1	2	0.228588055
2.145996094	0.600097656	1	2	0.22934679
0.200683594	0.920410156	1	2	0.259276664
1.768066406	0.765136719	1	2	0.234334308
2.969238281	0.048339844	1	2	0.225239167
0.186035156	0.953613281	1	2	0.260871926
0.687011719	0.526855469	1	2	0.256460659
1.223144531	0.532714844	1	2	0.246279336
0.651855469	0.856933594	1	2	0.258412354
1.627441406	0.155761719	1	2	0.237821128
2.608886719	0.281738281	1	2	0.225972198
0.851074219	0.399902344	1	2	0.2504846
1.299316406	0.046386719	1	2	0.241902996
1.680175781	0.994628906	1	2	0.235735443
0.054199219	0.978027344	1	2	0.254176267
0.874511719	0.578613281	1	2	0.253183682
2.770019531	0.767089844	1	2	0.225885913
1.243652344	0.087402344	1	2	0.240730847
2.028808594	0.372558594	1	2	0.230497519
1.460449219	0.953613281	1	2	0.238195099
1.770996094	0.975097656	1	2	0.234749938
1.533691406	0.792480469	1	2	0.237007972
2.269042969	0.621582031	1	2	0.229433563
0.848144531	0.185058594	1	2	0.25158532
2.816894531	0.264160156	1	2	0.228025029
2.409667969	0.098144531	1	2	0.232260347
2.740722656	0.468261719	1	2	0.226360628
0.537597656	0.983886719	1	2	0.256641957
0.604980469	0.710449219	1	2	0.256732625
2.242675781	0.557128906	1	2	0.231193341
2.456542969	0.489746094	1	2	0.22798174
1.877929688	0.877929688	1	2	0.231868171
2.881347656	0.867675781	1	2	0.225433119
